P-Reps,stagnant_voter_count,total_voter_count,stagnant_votes,prep_total_votes,included_network_total_votes,current_network_total_votes,prep_ranking,extraction_date
ICON Thailand,30,85,41930.61487687858,434705.04037738894,317821854.63602006,317826173.01421994,76,2020-10-29
ICON USA,47,141,26796.326280839647,423567.36080714205,317821854.63602006,317826173.01421994,77,2020-10-29
Transcranial Solutions,17,53,102921.94409999998,421134.07910306857,317821854.63602006,317826173.01421994,78,2020-10-29
DRAICON BALL,53,119,272101.46258822404,409951.0843491221,317821854.63602006,317826173.01421994,79,2020-10-29
ICON Oasis,35,93,13592.840712939285,408688.79281653464,317821854.63602006,317826173.01421994,80,2020-10-29
Wetez,21,39,383514.3475904761,396912.9030904762,317821854.63602006,317826173.01421994,81,2020-10-29
ICON-NYC,32,100,6215.165096146009,388733.905541966,317821854.63602006,317826173.01421994,82,2020-10-29
ICONSG,19,49,25495.866,347997.68916086457,317821854.63602006,317826173.01421994,83,2020-10-29
ICON London,45,143,93491.61752522213,346695.1854455611,317821854.63602006,317826173.01421994,84,2020-10-29
Icon-4-Business,25,79,70513.93524286638,330496.594709286,317821854.63602006,317826173.01421994,85,2020-10-29
Staked,98,195,187513.82806837966,316876.9352499762,317821854.63602006,317826173.01421994,86,2020-10-29
ICONLEO,7,41,5297.8391,316198.7802805749,317821854.63602006,317826173.01421994,87,2020-10-29
GagarinCrypto,14,31,117046.0201,309501.2899,317821854.63602006,317826173.01421994,88,2020-10-29
Plan-P,21,61,10666.710062217662,308197.99082407885,317821854.63602006,317826173.01421994,89,2020-10-29
Staked Tech,25,83,107203.98750000002,305650.5776806042,317821854.63602006,317826173.01421994,90,2020-10-29
ICON Guide Star,22,70,28117.044439850037,282989.99190065917,317821854.63602006,317826173.01421994,91,2020-10-29
ICON Econ,31,80,238133.63216227933,269305.0757788228,317821854.63602006,317826173.01421994,92,2020-10-29
DSNC,30,71,30043.281,254633.1929157259,317821854.63602006,317826173.01421994,93,2020-10-29
Sunrise,32,67,11660.0652,247162.75140934964,317821854.63602006,317826173.01421994,94,2020-10-29
Sicko Node,18,54,8806.180300000002,230882.6045426891,317821854.63602006,317826173.01421994,95,2020-10-29
icon-node-NL,18,63,10946.31067323701,222559.75077806492,317821854.63602006,317826173.01421994,96,2020-10-29
DELIGHT,35,81,127921.52850000001,219028.08389587287,317821854.63602006,317826173.01421994,97,2020-10-29
Frontlines Media,16,36,171210.53728841647,212729.76323974668,317821854.63602006,317826173.01421994,98,2020-10-29
ICON BOOM,37,75,19386.841185844656,202021.0749582125,317821854.63602006,317826173.01421994,99,2020-10-29
Yudus Lab,4,18,184218.8769,192988.99339952532,317821854.63602006,317826173.01421994,100,2020-10-29
RemICX,9,36,3482.4043025900296,176278.210058151,317821854.63602006,317826173.01421994,101,2020-10-29
Icon Panda,15,49,96919.95188862097,163589.67111226113,317821854.63602006,317826173.01421994,102,2020-10-29
HypoICON,23,60,17156.8385410366,155143.67552060023,317821854.63602006,317826173.01421994,103,2020-10-29
ICX FREEZER,34,76,90712.7742,147814.76450038163,317821854.63602006,317826173.01421994,104,2020-10-29
InfStones,42,67,122485.75070000003,139214.6138852482,317821854.63602006,317826173.01421994,105,2020-10-29
Gilga Capital,38,84,31625.2368,126360.68962791434,317821854.63602006,317826173.01421994,106,2020-10-29
loop57,18,47,84249.16403050811,116351.81996809291,317821854.63602006,317826173.01421994,107,2020-10-29
ICXmerch,18,44,5538.758328329752,98314.77062555403,317821854.63602006,317826173.01421994,108,2020-10-29
A_Block,30,73,30432.594670738756,92657.31054839036,317821854.63602006,317826173.01421994,109,2020-10-29
Sesameseed,7,46,2893.2184153455496,80592.95735735889,317821854.63602006,317826173.01421994,110,2020-10-29
FOCUS,20,52,48552.9732,71711.74067156599,317821854.63602006,317826173.01421994,111,2020-10-29
X-node,23,64,14721.807186934075,65674.1880663186,317821854.63602006,317826173.01421994,112,2020-10-29
ICONIST VOTE WISELY,14,29,37558.59044459328,48640.153984593286,317821854.63602006,317826173.01421994,113,2020-10-29
iccc node,11,26,4592.787777420559,47953.36964608289,317821854.63602006,317826173.01421994,114,2020-10-29
manifest-icon,20,50,8768.829071833512,44545.69819137227,317821854.63602006,317826173.01421994,115,2020-10-29
FOMO MASTERNODE,32,59,13966.810469055257,43408.596596430485,317821854.63602006,317826173.01421994,116,2020-10-29
DFG Crypto,11,30,5016.471299999999,34863.8185,317821854.63602006,317826173.01421994,117,2020-10-29
HASHRATE PLUS,28,66,7219.8335,34263.63522462792,317821854.63602006,317826173.01421994,118,2020-10-29
Nodeasy.com,8,23,2935.600287208673,33245.77790038337,317821854.63602006,317826173.01421994,119,2020-10-29
IFnLIFE,20,36,17247.5151,28929.75881983359,317821854.63602006,317826173.01421994,120,2020-10-29
Noris [New Node],15,35,4293.1464000000005,28902.297599999994,317821854.63602006,317826173.01421994,121,2020-10-29
Xangle,18,47,7294.1487,27105.790134247418,317821854.63602006,317826173.01421994,122,2020-10-29
MW node,8,17,7486.6124,26657.4801,317821854.63602006,317826173.01421994,123,2020-10-29
neo_icon,11,44,7230.640399999999,26325.712330090573,317821854.63602006,317826173.01421994,124,2020-10-29
Bit Cat,16,36,1700.0342398152682,22238.855360981408,317821854.63602006,317826173.01421994,125,2020-10-29
mirai,8,22,1311.4801,19770.408051175807,317821854.63602006,317826173.01421994,126,2020-10-29
Azabu Research,22,51,6960.870908000001,19295.684208,317821854.63602006,317826173.01421994,127,2020-10-29
PakChina,18,38,4962.5153,16620.317600000002,317821854.63602006,317826173.01421994,128,2020-10-29
nel node,11,26,4201.688700000001,15498.109432238152,317821854.63602006,317826173.01421994,129,2020-10-29
Common Computer Online,8,27,1884.2903999999999,15080.258819313038,317821854.63602006,317826173.01421994,130,2020-10-29
Cobo ICON,8,31,961.6195349189755,9110.445283080213,317821854.63602006,317826173.01421994,131,2020-10-29
