P-Reps,stagnant_voter_count,total_voter_count,stagnant_votes,prep_total_votes,included_network_total_votes,current_network_total_votes,prep_ranking,extraction_date
Sharpn,128,500,456146.31195248675,3196995.721872047,315785470.72933096,317826173.01421994,25,2020-10-29
InterBlock,96,281,1707605.1450999992,3128196.2195773735,315785470.72933096,317826173.01421994,26,2020-10-29
Deblock with STAYGE,168,418,929676.3371980134,2955036.9691577298,315785470.72933096,317826173.01421994,27,2020-10-29
Catalyst,60,177,41532.63505723204,2726149.649231348,315785470.72933096,317826173.01421994,28,2020-10-29
ICONologist,44,189,83786.52480442298,2288635.4263813323,315785470.72933096,317826173.01421994,29,2020-10-29
Insight,117,394,88301.46867527823,2119377.2750379476,315785470.72933096,317826173.01421994,30,2020-10-29
ICON Forge,16,143,1046844.2575,2109602.371797094,315785470.72933096,317826173.01421994,31,2020-10-29
ICONTROL,7,76,154732.9697,2074557.7642391047,315785470.72933096,317826173.01421994,32,2020-10-29
Bara-Node,12,40,14722.030498,1900469.4440928192,315785470.72933096,317826173.01421994,34,2020-10-29
Midos,9,82,13596.859600000002,1820732.3761440052,315785470.72933096,317826173.01421994,35,2020-10-29
Orangebloc,13,40,1764283.7844,1778225.2677984633,315785470.72933096,317826173.01421994,36,2020-10-29
MinerGate,54,159,1408712.064026049,1712160.0560138302,315785470.72933096,317826173.01421994,37,2020-10-29
ICONoscope,32,93,11521.263475440308,1674507.6297016332,315785470.72933096,317826173.01421994,38,2020-10-29
MouseBelt | Multi.io,65,186,989698.2189675184,1671027.4466771751,315785470.72933096,317826173.01421994,39,2020-10-29
Hourglass,11,47,1564866.488,1575462.9707754264,315785470.72933096,317826173.01421994,40,2020-10-29
Cardinal,15,46,1485278.4304999998,1554184.999745811,315785470.72933096,317826173.01421994,41,2020-10-29
ICON Sweden,190,509,594457.7500414066,1543004.32326058,315785470.72933096,317826173.01421994,42,2020-10-29
StakingTeam,49,197,81854.62449193696,1527067.5757178047,315785470.72933096,317826173.01421994,43,2020-10-29
DEMOS,44,139,890663.8665999997,1344504.43104963,315785470.72933096,317826173.01421994,44,2020-10-29
OneLife 9to5,11,44,10589.9177,1244405.081218593,315785470.72933096,317826173.01421994,45,2020-10-29
Newroad,82,267,312532.1029524327,1059329.5603746818,315785470.72933096,317826173.01421994,46,2020-10-29
Silicon Valley ICON,27,148,148446.12788298732,1057577.8103577178,315785470.72933096,317826173.01421994,47,2020-10-29
ICON Labs,44,204,108941.81243399969,974211.5746773737,315785470.72933096,317826173.01421994,48,2020-10-29
Chainode Tech,73,225,174958.1576882976,958225.1120736798,315785470.72933096,317826173.01421994,49,2020-10-29
Metanyx,37,153,521508.5474378512,929789.2830596669,315785470.72933096,317826173.01421994,50,2020-10-29
ICONNECT-Global,53,147,697950.4212242453,925425.0396862782,315785470.72933096,317826173.01421994,51,2020-10-29
ICX_Stratos,15,47,792755.8904975804,892398.9656743323,315785470.72933096,317826173.01421994,52,2020-10-29
ICX Australia,168,406,248219.9691018778,864698.7066603721,315785470.72933096,317826173.01421994,53,2020-10-29
Blockchain at Berkeley,105,317,270777.0077466186,862118.1432542696,315785470.72933096,317826173.01421994,54,2020-10-29
RHYTHM (Australia),16,90,21750.360304727496,803455.8441648085,315785470.72933096,317826173.01421994,55,2020-10-29
HOLA ICON,21,112,114943.88078226504,790183.9941434948,315785470.72933096,317826173.01421994,56,2020-10-29
ICX Belgium,23,122,34324.41009587861,767873.7313008311,315785470.72933096,317826173.01421994,57,2020-10-29
Alice,19,51,13876.813273900005,756246.043180889,315785470.72933096,317826173.01421994,58,2020-10-29
iconic innovation,27,98,13463.623370821846,705314.6870178691,315785470.72933096,317826173.01421994,59,2020-10-29
Progression,14,56,28353.9708,687450.9184079629,315785470.72933096,317826173.01421994,60,2020-10-29
ICON Russia,7,65,90838.47692668674,670714.4708216914,315785470.72933096,317826173.01421994,61,2020-10-29
Signal9,128,361,137364.93200325686,658919.3465519827,315785470.72933096,317826173.01421994,62,2020-10-29
The Iconist,37,234,29847.529675698916,636339.4322510094,315785470.72933096,317826173.01421994,63,2020-10-29
Iconserve,19,90,9689.985905550287,634774.9113306982,315785470.72933096,317826173.01421994,64,2020-10-29
ICON Chicago,22,116,30898.781472,625165.3225895243,315785470.72933096,317826173.01421994,65,2020-10-29
Piconbello,48,169,49036.74656815652,612743.993466144,315785470.72933096,317826173.01421994,66,2020-10-29
Foundry Box Media,25,95,252041.57839999997,566391.2593026638,315785470.72933096,317826173.01421994,67,2020-10-29
ICON4Education,21,121,9911.528958357743,562040.1905559176,315785470.72933096,317826173.01421994,68,2020-10-29
Hermes Greece,13,66,35279.14330015841,557051.5960504559,315785470.72933096,317826173.01421994,69,2020-10-29
POCKET / FIGMENT,81,211,245298.96329999992,550078.2620176254,315785470.72933096,317826173.01421994,70,2020-10-29
ICX Malta,14,66,6218.91409293368,520232.1477997313,315785470.72933096,317826173.01421994,71,2020-10-29
ICON Spark,15,94,5506.968050498945,517024.26713237714,315785470.72933096,317826173.01421994,72,2020-10-29
Espanicon,19,91,111151.71480000003,513888.8599991801,315785470.72933096,317826173.01421994,73,2020-10-29
Blockheads Development,57,154,144350.09945415024,466596.4595015879,315785470.72933096,317826173.01421994,74,2020-10-29
UNBLOCK,35,164,60631.09459999999,455580.5975584422,315785470.72933096,317826173.01421994,75,2020-10-29
ICON Thailand,17,85,34594.63716900906,434705.04037738894,315785470.72933096,317826173.01421994,76,2020-10-29
ICON USA,25,141,13933.305280839646,423567.36080714205,315785470.72933096,317826173.01421994,77,2020-10-29
Transcranial Solutions,13,53,98191.04619999998,421134.07910306857,315785470.72933096,317826173.01421994,78,2020-10-29
DRAICON BALL,36,119,217938.54128822408,409951.0843491221,315785470.72933096,317826173.01421994,79,2020-10-29
ICON Oasis,27,93,11842.957112939283,408688.79281653464,315785470.72933096,317826173.01421994,80,2020-10-29
Wetez,10,39,6368.9005904761225,396912.9030904762,315785470.72933096,317826173.01421994,81,2020-10-29
ICON-NYC,17,100,2956.3644961460095,388733.905541966,315785470.72933096,317826173.01421994,82,2020-10-29
ICONSG,11,49,686.0446,347997.68916086457,315785470.72933096,317826173.01421994,83,2020-10-29
ICON London,21,143,8847.199625222112,346695.1854455611,315785470.72933096,317826173.01421994,84,2020-10-29
Icon-4-Business,17,79,65461.97054286638,330496.594709286,315785470.72933096,317826173.01421994,85,2020-10-29
Staked,77,195,69418.1646683797,316876.9352499762,315785470.72933096,317826173.01421994,86,2020-10-29
ICONLEO,4,41,4937.8075,316198.7802805749,315785470.72933096,317826173.01421994,87,2020-10-29
GagarinCrypto,12,31,100982.016,309501.2899,315785470.72933096,317826173.01421994,88,2020-10-29
Plan-P,15,61,6836.753362217661,308197.99082407885,315785470.72933096,317826173.01421994,89,2020-10-29
Staked Tech,15,83,65882.9453,305650.5776806042,315785470.72933096,317826173.01421994,90,2020-10-29
ICON Guide Star,14,70,24254.8879,282989.99190065917,315785470.72933096,317826173.01421994,91,2020-10-29
ICON Econ,24,80,236609.86606227932,269305.0757788228,315785470.72933096,317826173.01421994,92,2020-10-29
DSNC,24,71,23667.0942,254633.1929157259,315785470.72933096,317826173.01421994,93,2020-10-29
Sunrise,19,67,9048.111200000001,247162.75140934964,315785470.72933096,317826173.01421994,94,2020-10-29
Sicko Node,8,54,1420.0864,230882.6045426891,315785470.72933096,317826173.01421994,95,2020-10-29
icon-node-NL,14,63,10757.283627822635,222559.75077806492,315785470.72933096,317826173.01421994,96,2020-10-29
DELIGHT,25,81,67284.61349999999,219028.08389587287,315785470.72933096,317826173.01421994,97,2020-10-29
Frontlines Media,10,36,169562.45049999998,212729.76323974668,315785470.72933096,317826173.01421994,98,2020-10-29
ICON BOOM,29,75,16938.86558584466,202021.0749582125,315785470.72933096,317826173.01421994,99,2020-10-29
Yudus Lab,2,18,184015.5392,192988.99339952532,315785470.72933096,317826173.01421994,100,2020-10-29
RemICX,5,36,599.115,176278.210058151,315785470.72933096,317826173.01421994,101,2020-10-29
Icon Panda,11,49,35248.92641278568,163589.67111226113,315785470.72933096,317826173.01421994,102,2020-10-29
HypoICON,8,60,1370.8193087204588,155143.67552060023,315785470.72933096,317826173.01421994,103,2020-10-29
ICX FREEZER,28,76,88837.7427,147814.76450038163,315785470.72933096,317826173.01421994,104,2020-10-29
InfStones,33,67,109442.4263,139214.6138852482,315785470.72933096,317826173.01421994,105,2020-10-29
Gilga Capital,22,84,21576.180800000002,126360.68962791434,315785470.72933096,317826173.01421994,106,2020-10-29
loop57,12,47,37303.128742539804,116351.81996809291,315785470.72933096,317826173.01421994,107,2020-10-29
ICXmerch,10,44,3175.3935999999994,98314.77062555403,315785470.72933096,317826173.01421994,108,2020-10-29
A_Block,19,73,3079.1660042387543,92657.31054839036,315785470.72933096,317826173.01421994,109,2020-10-29
Sesameseed,3,46,408.77551534554897,80592.95735735889,315785470.72933096,317826173.01421994,110,2020-10-29
FOCUS,10,52,39739.687099999996,71711.74067156599,315785470.72933096,317826173.01421994,111,2020-10-29
X-node,12,64,5237.700786934075,65674.1880663186,315785470.72933096,317826173.01421994,112,2020-10-29
ICONIST VOTE WISELY,12,29,36135.13594459328,48640.153984593286,315785470.72933096,317826173.01421994,113,2020-10-29
iccc node,8,26,4215.775577420559,47953.36964608289,315785470.72933096,317826173.01421994,114,2020-10-29
manifest-icon,17,50,5956.098771833512,44545.69819137227,315785470.72933096,317826173.01421994,115,2020-10-29
FOMO MASTERNODE,20,59,9246.923079514816,43408.596596430485,315785470.72933096,317826173.01421994,116,2020-10-29
DFG Crypto,5,30,650.6800999999999,34863.8185,315785470.72933096,317826173.01421994,117,2020-10-29
HASHRATE PLUS,18,66,4756.873699999999,34263.63522462792,315785470.72933096,317826173.01421994,118,2020-10-29
Nodeasy.com,5,23,616.7569872086726,33245.77790038337,315785470.72933096,317826173.01421994,119,2020-10-29
IFnLIFE,9,36,2822.6823,28929.75881983359,315785470.72933096,317826173.01421994,120,2020-10-29
Noris [New Node],10,35,915.0718999999999,28902.297599999994,315785470.72933096,317826173.01421994,121,2020-10-29
Xangle,13,47,6762.7586,27105.790134247418,315785470.72933096,317826173.01421994,122,2020-10-29
MW node,7,17,7366.6224,26657.4801,315785470.72933096,317826173.01421994,123,2020-10-29
neo_icon,6,44,3296.5596000000005,26325.712330090573,315785470.72933096,317826173.01421994,124,2020-10-29
Bit Cat,11,36,656.5338398152685,22238.855360981408,315785470.72933096,317826173.01421994,125,2020-10-29
mirai,3,22,172.7828,19770.408051175807,315785470.72933096,317826173.01421994,126,2020-10-29
Azabu Research,14,51,5641.742908000001,19295.684208,315785470.72933096,317826173.01421994,127,2020-10-29
PakChina,14,38,3767.4303999999997,16620.317600000002,315785470.72933096,317826173.01421994,128,2020-10-29
nel node,8,26,3063.1492000000003,15498.109432238152,315785470.72933096,317826173.01421994,129,2020-10-29
Common Computer Online,5,27,1450.4498,15080.258819313038,315785470.72933096,317826173.01421994,130,2020-10-29
Cobo ICON,6,31,769.4721349189756,9110.445283080213,315785470.72933096,317826173.01421994,131,2020-10-29
