P-Reps,stagnant_voter_count,total_voter_count,stagnant_votes,prep_total_votes,included_network_total_votes,current_network_total_votes,prep_ranking,extraction_date
Catalyst,114,178,140448.89580728675,2730183.486321067,314169955.060427,316124573.67260545,30,2020-10-02
ICONologist,72,178,138316.96190442305,2262952.999720342,314169955.060427,316124573.67260545,31,2020-10-02
ICONTROL,11,65,406028.81230000005,2153424.462893924,314169955.060427,316124573.67260545,32,2020-10-02
Bara-Node,24,40,20688.837980899996,1879750.34120947,314169955.060427,316124573.67260545,34,2020-10-02
MouseBelt | Multi.io,136,189,1202713.9193539587,1826299.7186924198,314169955.060427,316124573.67260545,35,2020-10-02
MinerGate,104,160,1455015.4589287557,1826292.4396624982,314169955.060427,316124573.67260545,36,2020-10-02
Orangebloc,22,42,1768186.8698984634,1778666.8289984632,314169955.060427,316124573.67260545,37,2020-10-02
Midos,18,76,143310.91939132567,1703042.2116229504,314169955.060427,316124573.67260545,38,2020-10-02
Iconoscope,56,96,37996.3498754403,1679828.6292086293,314169955.060427,316124573.67260545,39,2020-10-02
Piconbello,86,167,199719.34585368357,1679503.533150074,314169955.060427,316124573.67260545,40,2020-10-02
Hourglass,18,45,1566824.5973,1586197.8336789336,314169955.060427,316124573.67260545,41,2020-10-02
ICON Sweden,331,503,880716.1698918721,1534879.9508843163,314169955.060427,316124573.67260545,42,2020-10-02
Cardinal,22,46,1487401.1337259999,1532478.6305869215,314169955.060427,316124573.67260545,43,2020-10-02
DEMOS,83,135,1122057.9582,1357249.2984118052,314169955.060427,316124573.67260545,44,2020-10-02
OneLife 9to5,20,41,13992.140272880439,1221206.2595591045,314169955.060427,316124573.67260545,45,2020-10-02
Yudus Lab,2,18,184015.5392,1192102.4935995252,314169955.060427,316124573.67260545,46,2020-10-02
ICON Labs,72,185,128464.61577561531,1077899.2765326232,314169955.060427,316124573.67260545,47,2020-10-02
StakingTeam,98,183,189385.1166213218,1066814.8310384436,314169955.060427,316124573.67260545,48,2020-10-02
Silicon Valley ICON,60,147,173124.6675339428,1044119.4596976493,314169955.060427,316124573.67260545,49,2020-10-02
Chainode Tech,151,220,724100.6931355947,1009417.3895857604,314169955.060427,316124573.67260545,50,2020-10-02
Newroad,178,267,721305.4402524326,959040.5868792819,314169955.060427,316124573.67260545,51,2020-10-02
ICONNECT-Global,88,145,766812.3672242453,926199.6605883132,314169955.060427,316124573.67260545,52,2020-10-02
Metanyx,80,150,721399.7495610452,921995.6639998748,314169955.060427,316124573.67260545,53,2020-10-02
Blockchain at Berkeley,205,317,623672.214091592,897404.3129898888,314169955.060427,316124573.67260545,54,2020-10-02
ICX_Stratos,25,47,879039.3804975803,892786.1246743322,314169955.060427,316124573.67260545,55,2020-10-02
ICX Australia,263,397,548899.0398329657,854185.7166478569,314169955.060427,316124573.67260545,56,2020-10-02
HOLA ICON,37,102,148527.60602211862,780861.5909956769,314169955.060427,316124573.67260545,57,2020-10-02
ICX Belgium,43,111,65120.15187165129,758227.4364030302,314169955.060427,316124573.67260545,58,2020-10-02
Alice,27,50,21930.424439006896,756488.072121853,314169955.060427,316124573.67260545,59,2020-10-02
RHYTHM (Australia),27,81,53378.30074565755,741177.5216022608,314169955.060427,316124573.67260545,60,2020-10-02
iconic innovation,41,94,19418.01323312357,700596.2269716077,314169955.060427,316124573.67260545,61,2020-10-02
Progression,18,52,30333.79388841093,683131.2556703115,314169955.060427,316124573.67260545,62,2020-10-02
ICON Russia,13,61,92707.14089284625,662328.7481354601,314169955.060427,316124573.67260545,63,2020-10-02
Signal9,261,359,339086.8565320965,658363.909956371,314169955.060427,316124573.67260545,64,2020-10-02
ICON Chicago,42,108,45585.420701193696,620477.9793790568,314169955.060427,316124573.67260545,65,2020-10-02
Hermes Greece,18,63,137714.32020015843,611532.740207343,314169955.060427,316124573.67260545,66,2020-10-02
The Iconist,80,216,140610.05635771996,588086.9676560129,314169955.060427,316124573.67260545,67,2020-10-02
ICX Malta,17,59,6544.59289293368,579511.5384339726,314169955.060427,316124573.67260545,68,2020-10-02
Foundry Box Media,42,93,317935.5848,577023.9287700587,314169955.060427,316124573.67260545,69,2020-10-02
POCKET / FIGMENT,150,213,434754.8687433378,554902.8962149463,314169955.060427,316124573.67260545,70,2020-10-02
Espanicon,32,89,197179.29612122866,518563.61301275564,314169955.060427,316124573.67260545,71,2020-10-02
ICON4Education,44,111,137252.5370741565,495439.55633574456,314169955.060427,316124573.67260545,72,2020-10-02
ICON Spark,29,90,24273.586487790464,475398.64653317735,314169955.060427,316124573.67260545,73,2020-10-02
UNBLOCK,86,154,244723.28419999997,452730.52316990925,314169955.060427,316124573.67260545,74,2020-10-02
Blockheads Development,97,148,285229.47814525233,449141.67824774486,314169955.060427,316124573.67260545,75,2020-10-02
Transcranial Solutions,20,48,99609.8555468198,427356.1774985337,314169955.060427,316124573.67260545,76,2020-10-02
ICON Thailand,29,80,358625.10486900905,425756.7013268631,314169955.060427,316124573.67260545,77,2020-10-02
ICON USA,47,127,359587.12577610917,419244.1497340512,314169955.060427,316124573.67260545,78,2020-10-02
ICONSG,23,49,27248.663734125967,398002.7322862003,314169955.060427,316124573.67260545,79,2020-10-02
DRAICON BALL,74,110,350853.95259748213,396854.515927973,314169955.060427,316124573.67260545,80,2020-10-02
Wetez,16,40,9950.23999047612,395905.34259047615,314169955.060427,316124573.67260545,81,2020-10-02
ICON Oasis,41,85,19649.298373856334,387936.4171817242,314169955.060427,316124573.67260545,82,2020-10-02
ICON-NYC,37,93,97915.64534876596,371243.77831870416,314169955.060427,316124573.67260545,83,2020-10-02
ICON Guide Star,20,69,26721.4144,317827.43549092906,314169955.060427,316124573.67260545,84,2020-10-02
Staked Tech,32,79,115981.05649999999,315237.51800375496,314169955.060427,316124573.67260545,85,2020-10-02
Plan-P,18,55,11569.04596221766,302081.21171827015,314169955.060427,316124573.67260545,86,2020-10-02
Iconserve,35,77,32600.390405550286,302061.7704696855,314169955.060427,316124573.67260545,87,2020-10-02
GagarinCrypto,12,28,100982.016,300453.5422,314169955.060427,316124573.67260545,88,2020-10-02
Staked,119,185,204438.39184729432,297438.2133282571,314169955.060427,316124573.67260545,89,2020-10-02
Icon-4-Business,25,73,72104.33014286638,291178.1714881159,314169955.060427,316124573.67260545,90,2020-10-02
ICONLEO,11,35,100956.3986,280037.9138695717,314169955.060427,316124573.67260545,91,2020-10-02
ICON Econ,37,76,244123.36776227935,268213.0109378388,314169955.060427,316124573.67260545,92,2020-10-02
Sunrise,28,67,20261.31597535172,246310.32968164337,314169955.060427,316124573.67260545,93,2020-10-02
Sicko Node,19,51,56357.64326799001,226302.2158318993,314169955.060427,316124573.67260545,94,2020-10-02
icon-node-NL,19,55,11553.592387359662,226079.84699694059,314169955.060427,316124573.67260545,95,2020-10-02
DELIGHT,43,76,104715.6215,215568.698452163,314169955.060427,316124573.67260545,96,2020-10-02
Frontlines Media,20,34,180484.21108841646,206143.30047446556,314169955.060427,316124573.67260545,97,2020-10-02
ICON BOOM,37,75,22671.433385844663,199334.01718787279,314169955.060427,316124573.67260545,98,2020-10-02
ICON London,46,132,39204.71161344309,197733.5329148738,314169955.060427,316124573.67260545,99,2020-10-02
ICONIST VOTE WISELY,17,30,48616.74314459328,174221.10004459327,314169955.060427,316124573.67260545,100,2020-10-02
RemICX,7,28,613.5158,169221.00635436206,314169955.060427,316124573.67260545,101,2020-10-02
Icon Panda,16,40,98371.27298862096,160091.9023833024,314169955.060427,316124573.67260545,102,2020-10-02
HypoICON,18,62,7788.239808720459,158358.65225305784,314169955.060427,316124573.67260545,103,2020-10-02
ICX FREEZER,42,75,102717.75642900002,143755.7480270338,314169955.060427,316124573.67260545,104,2020-10-02
DSNC,32,65,35676.81779999999,141740.23368353478,314169955.060427,316124573.67260545,105,2020-10-02
InfStones,48,64,127819.65290000004,138224.4640852482,314169955.060427,316124573.67260545,106,2020-10-02
Gilga Capital,41,82,45619.51890000001,126248.40736910797,314169955.060427,316124573.67260545,107,2020-10-02
loop57,25,43,87210.2050305081,116282.17284943123,314169955.060427,316124573.67260545,108,2020-10-02
ICXmerch,15,42,7033.4051,87809.74889329216,314169955.060427,316124573.67260545,109,2020-10-02
A_Block,26,62,5818.549204238754,85832.81108224593,314169955.060427,316124573.67260545,110,2020-10-02
X-node,22,61,23522.903155992626,74745.55377374022,314169955.060427,316124573.67260545,111,2020-10-02
FOCUS,20,50,43897.86072955977,65773.64697316295,314169955.060427,316124573.67260545,112,2020-10-02
mirai,8,20,2645.9628000000002,46649.284799999994,314169955.060427,316124573.67260545,113,2020-10-02
manifest-icon,28,48,16125.963271833512,45413.892383888844,314169955.060427,316124573.67260545,114,2020-10-02
Xangle,21,46,14490.976599911777,43042.55323424742,314169955.060427,316124573.67260545,115,2020-10-02
HASHRATE PLUS,28,64,6278.718199456602,36410.73043868611,314169955.060427,316124573.67260545,116,2020-10-02
FOMO MASTERNODE,32,58,14439.730779514815,34843.51646905528,314169955.060427,316124573.67260545,117,2020-10-02
Nodeasy.com,14,25,7671.358087208672,31782.668687208672,314169955.060427,316124573.67260545,118,2020-10-02
IFnLIFE,12,37,6035.1213000000025,29084.53311983359,314169955.060427,316124573.67260545,119,2020-10-02
MW node,9,18,11943.051900000002,26967.685400000002,314169955.060427,316124573.67260545,120,2020-10-02
Noris [New Node],18,35,7995.5292,25791.560499999992,314169955.060427,316124573.67260545,121,2020-10-02
neo_icon,15,42,7730.5734999999995,25497.284415922586,314169955.060427,316124573.67260545,122,2020-10-02
PakChina,24,36,7867.381600000001,23340.606499999998,314169955.060427,316124573.67260545,123,2020-10-02
Bit Cat,18,34,16168.794385715268,22023.317025363118,314169955.060427,316124573.67260545,124,2020-10-02
nel node,18,26,15510.695099999999,21600.080900000004,314169955.060427,316124573.67260545,125,2020-10-02
DFG Crypto,16,30,8451.626900000001,20174.4071,314169955.060427,316124573.67260545,126,2020-10-02
Azabu Research,23,48,10358.696608,18574.151308,314169955.060427,316124573.67260545,127,2020-10-02
Common Computer Online,13,25,3594.953030181633,14616.510816561458,314169955.060427,316124573.67260545,128,2020-10-02
Sesameseed,5,21,829.582700657133,13752.71633858625,314169955.060427,316124573.67260545,129,2020-10-02
iccc node,10,21,4525.212977420559,12356.143496200337,314169955.060427,316124573.67260545,130,2020-10-02
Cobo ICON,10,28,2005.2186830802123,9348.301783080211,314169955.060427,316124573.67260545,131,2020-10-02
