selectDates,balanceCounts,totalCounts,annual_real_yield_list,annual_reward_list,annual_inflation_list
 3/7, 158301, 447539, 13.82, 17.77, 8.24
 3/8, 158887, 448664, 13.77, 17.72, 8.25
 3/9, 159445, 449765, 13.72, 17.67, 8.26
 3/10, 160077, 450985, 13.74, 17.69, 8.16
 3/11, 160730, 452165, 13.7, 17.65, 8.24
 3/12, 161352, 453352, 13.69, 17.64, 8.25
 3/13, 161958, 454555, 13.63, 17.58, 8.18
 3/14, 162631, 455896, 13.51, 17.46, 8.35
 3/15, 163298, 457140, 13.48, 17.43, 8.45
 3/16, 163986, 458394, 13.47, 17.42, 8.49
 3/17, 164794, 459741, 13.32, 17.27, 8.37
 3/18, 165528, 461140, 13.34, 17.29, 8.5
 3/19, 166285, 462475, 13.37, 17.32, 8.47
 3/20, 167066, 463860, 13.36, 17.31, 8.49
 3/21, 167851, 465266, 13.32, 17.27, 8.4
 3/22, 168677, 466723, 13.3, 17.25, 8.5
 3/23, 169469, 468068, 13.27, 17.22, 8.49
 3/24, 170251, 469589, 13.2, 17.15, 8.51
 3/25, 171092, 471120, 13.15, 17.1, 8.43
 3/26, 171844, 472606, 13.11, 17.06, 8.51
 3/27, 172624, 474016, 13.05, 17.0, 8.52
 3/28, 173290, 475139, 13.02, 16.97, 8.35
 3/29, 173761, 475903, 13.0, 16.95, 8.46
 3/30, 176000, 479395, 12.96, 16.91, 8.44
 3/31, 177996, 482115, 12.97, 16.92, 8.4
 4/1, 179612, 484469, 12.91, 16.86, 8.41
 4/2, 181212, 486948, 12.91, 16.86, 8.54
 4/3, 182799, 489358, 12.9, 16.85, 8.46
 4/4, 184447, 491860, 12.88, 16.83, 8.54
 4/5, 185931, 494224, 12.85, 16.8, 8.53
 4/6, 187527, 496774, 12.82, 16.77, 8.55
 4/7, 189175, 499216, 12.78, 16.73, 8.55
 4/8, 190564, 501429, 12.78, 16.73, 8.56
 4/9, 191971, 503569, 12.8, 16.75, 8.5
 4/10, 193517, 505980, 12.77, 16.72, 8.57
 4/11, 195343, 508676, 12.74, 16.69, 8.51
 4/12, 196988, 511225, 12.71, 16.66, 8.62
 4/13, 198602, 513597, 12.63, 16.58, 8.61
 4/14, 200244, 516128, 12.56, 16.51, 8.64
 4/15, 201691, 518475, 12.54, 16.49, 8.63
 4/16, 203260, 520786, 12.49, 16.44, 8.51
 4/17, 204691, 522924, 12.46, 16.41, 8.57
 4/18, 206110, 524944, 12.46, 16.41, 8.58
 4/19, 207443, 526890, 12.46, 16.41, 8.58
 4/20, 208699, 528791, 12.44, 16.39, 8.55
 4/21, 209896, 530626, 12.42, 16.37, 8.54
 4/22, 211128, 532450, 12.4, 16.35, 8.52
 4/23, 212282, 534159, 12.39, 16.34, 8.58
 4/24, 213614, 536062, 12.44, 16.39, 8.6
 4/25, 215019, 538117, 12.43, 16.38, 8.58
 4/26, 216405, 540137, 12.39, 16.34, 8.58
 4/27, 217832, 542266, 12.39, 16.34, 8.6
 4/28, 219218, 544215, 12.38, 16.33, 8.55
 4/29, 220565, 546133, 12.37, 16.32, 8.58
 4/30, 221996, 548120, 12.31, 16.26, 8.5
 5/1, 223361, 550086, 12.26, 16.21, 8.61
 5/2, 224714, 552151, 12.23, 16.18, 8.58
 5/3, 226032, 554149, 12.23, 16.18, 8.62
 5/4, 227273, 556084, 12.22, 16.17, 8.59
 5/5, 228472, 557995, 12.2, 16.15, 8.59
 5/6, 229816, 559955, 12.19, 16.14, 8.55
 5/7, 231012, 561741, 12.17, 16.12, 8.58
 5/8, 232305, 563605, 12.15, 16.1, 8.52
 5/9, 233827, 565658, 12.15, 16.1, 8.47
 5/10, 235048, 567339, 12.15, 16.1, 8.42
 5/11, 236232, 569098, 12.13, 16.08, 8.37
 5/12, 237537, 570947, 12.09, 16.04, 8.23
 5/13, 238902, 572911, 12.06, 16.01, 8.24
 5/14, 240351, 574790, 12.06, 16.01, 8.23
 5/15, 242291, 577210, 12.01, 15.96, 8.21
 5/16, 243909, 579269, 10.31, 14.26, 8.38
 5/17, 245282, 581108, 10.29, 14.24, 8.23
 5/18, 246700, 583094, 10.29, 14.24, 8.26
 5/19, 248088, 585033, 10.37, 14.32, 8.25
 5/20, 249590, 587111, 10.37, 14.32, 8.23
 5/21, 251071, 589262, 10.37, 14.32, 8.17
 5/22, 252587, 591373, 10.38, 14.33, 8.14
 5/23, 254148, 593577, 10.36, 14.31, 8.07
 5/24, 255702, 595693, 10.35, 14.3, 8.04
 5/25, 257174, 597752, 10.35, 14.3, 8.05
 5/26, 258757, 599891, 10.33, 14.28, 8.07
 5/27, 260070, 601742, 10.33, 14.28, 7.96
 5/28, 261488, 603745, 10.24, 14.19, 8.05
 5/29, 262967, 605767, 10.19, 14.14, 7.93
 5/30, 264513, 607863, 10.19, 14.14, 7.73
 5/31, 265890, 609818, 10.19, 14.14, 7.39
 6/1, 267285, 611760, 10.17, 14.12, 7.22
 6/2, 268668, 613646, 10.22, 14.17, 7.08
 6/3, 270056, 615615, 10.2, 14.15, 6.99
 6/4, 271377, 617452, 10.18, 14.13, 6.81
 6/5, 272757, 619402, 10.17, 14.12, 6.6
 6/6, 274311, 621534, 10.14, 14.09, 6.43
 6/7, 275826, 623595, 10.14, 14.09, 6.3
 6/8, 277194, 625602, 10.13, 14.08, 6.22
 6/9, 278634, 627883, 10.08, 14.03, 6.16
 6/10, 280112, 629984, 10.05, 14.0, 6.1
 6/11, 281545, 632021, 10.03, 13.98, 6.06
 6/12, 283030, 634027, 10.04, 13.99, 6.05
 6/13, 284633, 636224, 10.03, 13.98, 6.03
 6/14, 285983, 638114, 10.03, 13.98, 5.98
 6/15, 285789, 640069, 10.02, 13.97, 6.0
 6/16, 287091, 641992, 10.02, 13.97, 5.92
 6/17, 288302, 643945, 10.0, 13.95, 6.01
 6/18, 289523, 645849, 9.95, 13.9, 5.98
 6/19, 290709, 647644, 9.96, 13.91, 5.9
 6/20, 292099, 649648, 9.95, 13.9, 5.98
 6/21, 293324, 651379, 9.96, 13.91, 5.97
 6/22, 294549, 653140, 9.94, 13.89, 5.97
 6/23, 295815, 654966, 9.94, 13.89, 5.97
 6/24, 296961, 656615, 9.93, 13.88, 5.97
 6/25, 298079, 658823, 9.92, 13.87, 5.97
 6/26, 299306, 660546, 9.91, 13.86, 5.96
 6/27, 300699, 662373, 9.89, 13.84, 5.96
 6/28, 301924, 664049, 9.87, 13.82, 5.97
 6/29, 303159, 665681, 9.87, 13.82, 5.96
 6/30, 304555, 667354, 9.85, 13.8, 5.96
 7/1, 305744, 669021, 9.81, 13.76, 5.93
 7/2, 307028, 670857, 9.81, 13.76, 5.95
 7/3, 308347, 672643, 9.8, 13.75, 5.91
 7/4, 309878, 674669, 9.79, 13.74, 5.93
 7/5, 311264, 676534, 9.81, 13.76, 5.94
 7/6, 312512, 678293, 9.8, 13.75, 5.94
 7/7, 313810, 680037, 9.77, 13.72, 5.93
 7/8, 315159, 681981, 9.74, 13.69, 5.94
 7/9, 312854, 683273, 9.75, 13.7, 5.93
 7/10, 310014, 684522, 9.67, 13.62, 5.95
 7/11, 308100, 685636, 9.66, 13.61, 5.78
 7/12, 307129, 686821, 9.67, 13.62, 5.94
 7/13, 306237, 687994, 9.66, 13.61, 5.92
 7/14, 305666, 689256, 9.67, 13.62, 5.93
 7/15, 305153, 690566, 9.66, 13.61, 5.92
 7/16, 304715, 691679, 9.63, 13.58, 5.93
 7/17, 304490, 692778, 9.59, 13.54, 5.93
 7/18, 304168, 693882, 9.61, 13.56, 5.93
 7/19, 304095, 694961, 9.6, 13.55, 5.93
 7/20, 304074, 696179, 9.6, 13.55, 5.94
 7/21, 304000, 697203, 9.61, 13.56, 5.92
 7/22, 304051, 698295, 9.6, 13.55, 5.89
 7/23, 304032, 699281, 9.61, 13.56, 5.83
 7/24, 304091, 700299, 9.6, 13.55, 5.92
 7/25, 304197, 701306, 9.6, 13.55, 5.64
 7/26, 304280, 701835, 9.62, 13.57, 5.91
 7/27, 303060, 703218, 9.63, 13.58, 3.38
 7/28, 303216, 704258, 9.63, 13.58, 8.49
 7/29, 303329, 705243, 9.66, 13.61, 5.94
 7/30, 303361, 705966, 9.67, 13.62, 5.95
 7/31, 303178, 706638, 9.63, 13.58, 5.96
 8/1, 303112, 707289, 9.64, 13.59, 5.95
 8/2, 302942, 707625, 9.64, 13.59, 5.88
 8/3, 302886, 708130, 9.57, 13.52, 5.97
 8/4, 303625, 710235, 9.52, 13.47, 5.99
 8/5, 304268, 712053, 9.5, 13.45, 5.99
 8/6, 304599, 713076, 9.02, 12.97, 6.05
 8/7, 304758, 713965, 8.99, 12.94, 6.01
 8/8, 304459, 714142, 8.98, 12.93, 5.9
 8/9, 304341, 714344, 8.98, 12.93, 5.9
 8/10, 304222, 714608, 8.94, 12.89, 5.9
 8/11, 304169, 714883, 8.94, 12.89, 5.89
 8/12, 304134, 715149, 8.92, 12.87, 5.88
 8/13, 304025, 715426, 8.93, 12.88, 5.89
 8/14, 303958, 715745, 9.62, 13.57, 5.89
 8/15, 303857, 716116, 9.66, 13.61, 5.93
 8/16, 303781, 716403, 9.66, 13.61, 5.93
 8/17, 303758, 716695, 9.64, 13.59, 5.93
 8/18, 303738, 716989, 9.59, 13.54, 5.94
 8/19, 303644, 717254, 9.64, 13.59, 5.93
 8/20, 308407, 726980, 9.59, 13.54, 5.92
 8/21, 309076, 728626, 9.58, 13.53, 5.91
 8/22, 309479, 729896, 9.64, 13.59, 5.92
 8/23, 309894, 731015, 9.7, 13.65, 5.92
 8/24, 310236, 732082, 9.73, 13.68, 5.71
 8/25, 310505, 733062, 9.72, 13.67, 5.9
 8/26, 310832, 734050, 9.69, 13.64, 5.9
 8/27, 311247, 735036, 9.65, 13.6, 5.92
 8/28, 311518, 735930, 9.64, 13.59, 5.83
 8/29, 311777, 736930, 9.62, 13.57, 5.93
 8/30, 312145, 737939, 9.51, 13.46, 5.95
 8/31, 312487, 738963, 9.47, 13.42, 5.89
 9/1, 312821, 739947, 9.41, 13.36, 5.93
 9/2, 313144, 740854, 9.37, 13.32, 5.91
 9/3, 313507, 741795, 9.33, 13.28, 5.92
 9/4, 313811, 742738, 9.27, 13.22, 5.93
 9/5, 314089, 743701, 9.18, 13.13, 5.92
 9/6, 314412, 744605, 9.16, 13.11, 5.93
 9/7, 314741, 745459, 9.14, 13.09, 5.89
 9/8, 315018, 746341, 9.12, 13.07, 5.9
 9/9, 315409, 747395, 9.11, 13.06, 5.83
 9/10, 315705, 748276, 9.1, 13.05, 5.79
 9/11, 316014, 749336, 9.03, 12.98, 5.91
 9/12, 316253, 750624, 9.01, 12.96, 5.9
 9/13, 316677, 751530, 8.98, 12.93, 5.9
 9/14, 316955, 752426, 8.99, 12.94, 5.89
 9/15, 317407, 753443, 8.98, 12.93, 5.9
 9/16, 317784, 754280, 8.95, 12.9, 5.9
 9/17, 318106, 755173, 8.92, 12.87, 5.89
 9/18, 318958, 756069, 8.92, 12.87, 5.89
 9/19, 319276, 756918, 8.91, 12.86, 5.87
 9/20, 319628, 757740, 8.91, 12.86, 5.89
 9/21, 319999, 758647, 8.91, 12.86, 5.89
 9/22, 320330, 759505, 8.88, 12.83, 5.88
 9/23, 320476, 760257, 8.89, 12.84, 5.88
 9/24, 320752, 761122, 8.88, 12.83, 5.88
 9/25, 321041, 761905, 8.91, 12.86, 5.78
 9/26, 321232, 762667, 8.89, 12.84, 5.88
 9/27, 321536, 763460, 8.88, 12.83, 5.87
 9/28, 322191, 765055, 8.86, 12.81, 5.89
 9/29, 322799, 766672, 8.85, 12.8, 5.88
 9/30, 322938, 767442, 8.82, 12.77, 5.88
 10/1, 323223, 768202, 8.8, 12.75, 5.89
 10/2, 323524, 769028, 8.79, 12.74, 5.87
 10/3, 323798, 769858, 8.79, 12.74, 5.88
 10/4, 324121, 770678, 8.79, 12.74, 5.88
 10/5, 324432, 771502, 8.77, 12.72, 5.89
 10/6, 324777, 772339, 8.77, 12.72, 5.88
 10/7, 325110, 773141, 8.75, 12.7, 5.88
 10/8, 325450, 773925, 8.73, 12.68, 5.85
 10/9, 325748, 774714, 8.73, 12.68, 5.87
 10/10, 326023, 775483, 8.74, 12.69, 5.87
 10/11, 326312, 776244, 8.75, 12.7, 5.88
 10/12, 326565, 777101, 8.73, 12.68, 5.87
 10/13, 326944, 778020, 8.72, 12.67, 5.86
 10/14, 327404, 778915, 8.87, 12.82, 5.81
 10/15, 327663, 779749, 8.84, 12.79, 5.84
 10/16, 327991, 780615, 8.83, 12.78, 5.88
 10/17, 328394, 781487, 8.85, 12.8, 5.89
 10/18, 328764, 782310, 8.84, 12.79, 5.88
 10/19, 329181, 783245, 8.85, 12.8, 5.89
 10/20, 329529, 784133, 8.83, 12.78, 5.89
 10/21, 329881, 784965, 8.83, 12.78, 5.89
 10/22, 330231, 785810, 8.81, 12.76, 5.87
 10/23, 330584, 786676, 8.78, 12.73, 5.88
 10/24, 330911, 787518, 8.78, 12.73, 5.88
 10/25, 331258, 788333, 8.76, 12.71, 5.88
 10/26, 331640, 789185, 8.77, 12.72, 5.87
 10/27, 332037, 790129, 8.78, 12.73, 5.88
 10/28, 332434, 791044, 8.76, 12.71, 5.86
 10/29, 332784, 791870, 8.77, 12.72, 5.87
 10/30, 333063, 792516, 8.78, 12.73, 5.87
 10/31, 333535, 793665, 8.76, 12.71, 4.09
 11/1, 333996, 794608, 8.79, 12.74, 7.67
 11/2, 334456, 795627, 8.79, 12.74, 5.87
 11/3, 334951, 796674, 8.78, 12.73, 5.89
 11/4, 335392, 797626, 8.76, 12.71, 5.89
 11/5, 335800, 798586, 8.76, 12.71, 5.87
 11/6, 336213, 799633, 8.74, 12.69, 5.88
 11/7, 336629, 800610, 8.74, 12.69, 5.88
 11/8, 337050, 801639, 8.79, 12.74, 5.88
 11/9, 337421, 802632, 8.77, 12.72, 5.88
 11/10, 337865, 803652, 8.75, 12.7, 5.88
 11/11, 338275, 804611, 8.46, 12.41, 5.91
 11/12, 338757, 805600, 8.43, 12.38, 5.71
 11/13, 339122, 806455, 8.37, 12.32, 5.85
 11/14, 339563, 807509, 8.39, 12.34, 5.85
 11/15, 339956, 808685, 8.38, 12.33, 5.77
 11/16, 340081, 809015, 8.38, 12.33, 5.86
 11/17, 340230, 809395, 8.37, 12.32, 5.77
 11/18, 340354, 809746, 8.3, 12.25, 5.85
 11/19, 340480, 810100, 8.3, 12.25, 5.86
 11/20, 340575, 810458, 8.33, 12.28, 5.84
 11/21, 340651, 810876, 8.28, 12.23, 5.72
 11/22, 340740, 811219, 8.36, 12.31, 5.85
 11/23, 340900, 811659, 8.37, 12.32, 5.82
 11/24, 341273, 812314, 8.42, 12.37, 5.84
 11/25, 341559, 812916, 8.48, 12.43, 5.83
 11/26, 341805, 813444, 8.51, 12.46, 5.85
 11/27, 341866, 813812, 8.51, 12.46, 5.85
 11/28, 341964, 814226, 8.5, 12.45, 5.69
 11/29, 342117, 814680, 8.49, 12.44, 5.54
 11/30, 342202, 815107, 8.47, 12.42, 5.62
 12/1, 342361, 815549, 8.5, 12.45, 5.62
 12/2, 342509, 815949, 8.49, 12.44, 5.62
 12/3, 342664, 816397, 8.47, 12.42, 5.63
 12/4, 342805, 816792, 8.46, 12.41, 5.62
 12/5, 342910, 817275, 8.45, 12.4, 5.62
 12/6, 343042, 817673, 8.44, 12.39, 5.58
 12/7, 343293, 818189, 8.41, 12.36, 5.52
 12/8, 343428, 818575, 8.39, 12.34, 5.5
 12/9, 343497, 818943, 8.42, 12.37, 5.51
 12/10, 343532, 819207, 8.39, 12.34, 5.51
 12/11, 343551, 819565, 8.31, 12.26, 5.52
 12/12, 343597, 819844, 8.3, 12.25, 5.53
 12/13, 343664, 820131, 8.28, 12.23, 5.48
 12/14, 343764, 820462, 8.28, 12.23, 5.48
 12/15, 343844, 820776, 8.26, 12.21, 5.51
 12/16, 343911, 821104, 8.23, 12.18, 5.51
 12/17, 344010, 821460, 8.27, 12.22, 5.51
 12/18, 344077, 821818, 8.27, 12.22, 5.48
 12/19, 344161, 822157, 8.26, 12.21, 5.49
 12/20, 344249, 822558, 8.28, 12.23, 5.49
 12/21, 344320, 822853, 8.26, 12.21, 5.51
 12/22, 344493, 823245, 8.3, 12.25, 5.51
 12/23, 344970, 823996, 8.27, 12.22, 5.51
 12/24, 345034, 824314, 8.29, 12.24, 5.49
 12/25, 345114, 824665, 8.28, 12.23, 5.5
 12/26, 345237, 825183, 8.33, 12.28, 5.51
 12/27, 345315, 825607, 8.31, 12.26, 5.5
 12/28, 345393, 825973, 8.32, 12.27, 5.5
 12/29, 345490, 826396, 8.29, 12.24, 5.5
 12/30, 345697, 826905, 8.32, 12.27, 5.5
 12/31, 345882, 827406, 8.32, 12.27, 5.42
 1/1, 346142, 827920, 8.31, 12.26, 5.51
 1/2, 346461, 828573, 8.35, 12.3, 5.5
 1/3, 346951, 829405, 8.33, 12.28, 5.52
 1/4, 347587, 830393, 8.33, 12.28, 5.51
 1/5, 348199, 831339, 8.34, 12.29, 5.5
 1/6, 348888, 832385, 8.37, 12.32, 5.49
 1/7, 349587, 833459, 8.43, 12.38, 5.51
 1/8, 350119, 834345, 8.49, 12.44, 5.48
 1/9, 350614, 835174, 8.52, 12.47, 5.49
 1/10, 351146, 836027, 8.51, 12.46, 5.53
 1/11, 351545, 836749, 8.55, 12.5, 5.51
 1/12, 351908, 837377, 8.69, 12.64, 5.52
 1/13, 352223, 837936, 8.65, 12.6, 5.54
 1/14, 352565, 838566, 8.78, 12.73, 5.5
 1/15, 352901, 839172, 8.77, 12.72, 5.54
 1/16, 353245, 839801, 8.85, 12.8, 5.54
 1/17, 353478, 840346, 8.9, 12.85, 5.53
 1/18, 353736, 841023, 8.96, 12.91, 5.54
 1/19, 354052, 841695, 8.99, 12.94, 5.56
 1/20, 354285, 842173, 9.0, 12.95, 5.56
 1/21, 354553, 842793, 9.06, 13.01, 5.54
 1/22, 354731, 843308, 9.0, 12.95, 5.54
 1/23, 354923, 843720, 8.97, 12.92, 5.54
 1/24, 355158, 844191, 8.86, 12.81, 5.55
 1/25, 355434, 844727, 8.86, 12.81, 5.56
 1/26, 355615, 845221, 8.91, 12.86, 5.55
 1/27, 355856, 845819, 8.95, 12.9, 5.53
 1/28, 356030, 846217, 8.97, 12.92, 5.54
 1/29, 356463, 846944, 8.99, 12.94, 5.54
 1/30, 356767, 847571, 9.0, 12.95, 5.55
 1/31, 357073, 848146, 9.03, 12.98, 5.56
 2/1, 357405, 848763, 9.06, 13.01, 5.56
 2/2, 357689, 849275, 9.07, 13.02, 5.54
 2/3, 357958, 849859, 9.16, 13.11, 5.54
 2/4, 358286, 850519, 9.09, 13.04, 5.54
 2/5, 358663, 851163, 9.08, 13.03, 5.56
 2/6, 359016, 851814, 9.07, 13.02, 5.57
 2/7, 359326, 852478, 9.05, 13.0, 5.55
 2/8, 359651, 853105, 9.04, 12.99, 5.57
 2/9, 360108, 853911, 9.03, 12.98, 5.55
 2/10, 360634, 854777, 9.06, 13.01, 5.46
 2/11, 361621, 856509, 9.1, 13.05, 5.54
 2/12, 362276, 857596, 9.19, 13.14, 5.45
 2/13, 362955, 858701, 9.2, 13.15, 5.56
 2/14, 363562, 859754, 9.35, 13.3, 5.53
 2/15, 364315, 860880, 9.38, 13.33, 5.48
 2/16, 365241, 862284, 9.42, 13.37, 5.48
 2/17, 365773, 863188, 9.51, 13.46, 5.54
 2/18, 366416, 864289, 9.38, 13.33, 5.6
 2/19, 367275, 865696, 7.98, 11.93, 5.85
 2/20, 367961, 866885, 7.94, 11.89, 5.54
 2/21, 368589, 867955, 7.94, 11.89, 5.48
 2/22, 369080, 868850, 7.94, 11.89, 5.48
 2/23, 369451, 869605, 7.88, 11.83, 5.5
 2/24, 369822, 870326, 7.89, 11.84, 5.49
 2/25, 370151, 871075, 7.85, 11.8, 5.49
 2/26, 370383, 871816, 7.81, 11.76, 5.48
 2/27, 370656, 872454, 7.75, 11.7, 5.5
 2/28, 370795, 873020, 7.69, 11.64, 5.48
 3/1, 370886, 873656, 7.62, 11.57, 5.47
 3/2, 371176, 874308, 7.62, 11.57, 5.46
 3/3, 371456, 874929, 7.61, 11.56, 5.45
 3/4, 371804, 875881, 7.56, 11.51, 5.45
 3/5, 372098, 876735, 7.57, 11.52, 5.45
 3/6, 372421, 877382, 7.47, 11.42, 5.45
 3/7, 372803, 878279, 7.45, 11.4, 5.45
 3/8, 373032, 879348, 7.45, 11.4, 5.43
 3/9, 373348, 880183, 7.45, 11.4, 5.44
 3/10, 373664, 881070, 7.53, 11.48, 5.43
 3/11, 373893, 881902, 7.55, 11.5, 5.43
 3/12, 374166, 882780, 7.54, 11.49, 5.44
 3/13, 374332, 884356, 7.54, 11.49, 5.43
 3/14, 374504, 884892, 7.53, 11.48, 5.23
 3/15, 374559, 885349, 7.57, 11.52, 5.44
 3/16, 374895, 885989, 6.72, 10.67, 5.61
 3/17, 375149, 886511, 6.72, 10.67, 5.46
 3/18, 375418, 887072, 6.7, 10.65, 5.34
 3/19, 375676, 887570, 6.65, 10.6, 5.37
 3/20, 375816, 888086, 6.65, 10.6, 5.37
 3/21, 375863, 888289, 6.67, 10.62, 4.64
 3/22, 376034, 888680, 6.67, 10.62, 5.09
 3/23, 376182, 889084, 6.7, 10.65, 5.36
 3/24, 376431, 889688, 6.7, 10.65, 5.36
 3/25, 376644, 890091, 6.72, 10.67, 5.37
 3/26, 376819, 890478, 6.77, 10.72, 5.37
 3/27, 377255, 891463, 6.75, 10.7, 5.37
 3/28, 377543, 892286, 6.75, 10.7, 5.37
 3/29, 377877, 892950, 6.77, 10.72, 5.37
 3/30, 378380, 893906, 6.73, 10.68, 5.36
 3/31, 379126, 895497, 6.73, 10.68, 5.37
 4/1, 379607, 896499, 6.76, 10.71, 5.35
 4/2, 379907, 897347, 6.77, 10.72, 5.34
 4/3, 380175, 898038, 6.86, 10.81, 5.36
 4/4, 380498, 898598, 6.84, 10.79, 5.28
 4/5, 380856, 899346, 6.88, 10.83, 5.38
 4/6, 381264, 900224, 6.89, 10.84, 5.37
 4/7, 381627, 900917, 6.92, 10.87, 5.29
 4/8, 381931, 901525, 6.92, 10.87, 5.38
 4/9, 382259, 902098, 6.93, 10.88, 5.39
 4/10, 382562, 902752, 6.94, 10.89, 5.38
 4/11, 382848, 903334, 6.96, 10.91, 5.38
 4/12, 383112, 904017, 6.97, 10.92, 5.39
 4/13, 383507, 904771, 7.05, 11.0, 5.38
 4/14, 383824, 905559, 7.39, 11.34, 5.37
 4/15, 384152, 906161, 7.48, 11.43, 5.43
 4/16, 384506, 906878, 7.55, 11.5, 5.42
 4/17, 384871, 907663, 7.65, 11.6, 5.42
 4/18, 385238, 908320, 7.85, 11.8, 5.42
 4/19, 385602, 908960, 8.13, 12.08, 5.39
 4/20, 385835, 909523, 8.36, 12.31, 5.45
 4/21, 386068, 910083, 8.37, 12.32, 5.5
 4/22, 386295, 910566, 8.33, 12.28, 5.42
 4/23, 386540, 911045, 8.34, 12.29, 5.5
 4/24, 386742, 911486, 8.36, 12.31, 5.5
 4/25, 386950, 911887, 8.34, 12.29, 5.5
 4/26, 387426, 912559, 8.34, 12.29, 5.51
 4/27, 387967, 913336, 7.6, 11.55, 5.49
 4/28, 388491, 914103, 7.31, 11.26, 5.44
 4/29, 388967, 914831, 7.34, 11.29, 5.36
 4/30, 389436, 915589, 7.32, 11.27, 5.39
 5/1, 389828, 916239, 7.34, 11.29, 5.38
 5/2, 390238, 916875, 7.33, 11.28, 5.37
 5/3, 390566, 917509, 7.4, 11.35, 5.4
 5/4, 390875, 918160, 7.46, 11.41, 5.34
 5/5, 391126, 918682, 7.49, 11.44, 5.39
 5/6, 391439, 919306, 7.39, 11.34, 5.41
 5/7, 391899, 920183, 7.17, 11.12, 5.43
 5/8, 392374, 921015, 7.34, 11.29, 5.34
 5/9, 392694, 921627, 7.36, 11.31, 5.36
 5/10, 393092, 922328, 7.69, 11.64, 5.35
 5/11, 393463, 922915, 7.76, 11.71, 5.4
 5/12, 393847, 923636, 7.68, 11.63, 5.39
 5/13, 394102, 924256, 7.66, 11.61, 5.41
 5/14, 394372, 924833, 7.56, 11.51, 5.44
 5/15, 394723, 925482, 7.5, 11.45, 5.4
 5/16, 395043, 926134, 7.5, 11.45, 5.42
 5/17, 395339, 926662, 7.52, 11.47, 5.41
